WKT,name,description
"POLYGON ((106.7243529 -6.0884785, 106.7113066 -6.0932579, 106.7051268 -6.0953062, 106.6865874 -6.095989, 106.687274 -6.1069131, 106.6975737 -6.1110095, 106.687274 -6.1192024, 106.687274 -6.1280778, 106.6907073 -6.1362704, 106.6859008 -6.1437802, 106.6879607 -6.1587994, 106.6900206 -6.1724529, 106.7154265 -6.186106, 106.7161132 -6.1915672, 106.7229796 -6.1915672, 106.7236663 -6.2065851, 106.7154265 -6.2106808, 106.7167998 -6.2222851, 106.7353392 -6.2236503, 106.7380858 -6.2253568, 106.7408324 -6.2280872, 106.7442656 -6.2280872, 106.7456389 -6.2311588, 106.743579 -6.2373021, 106.7470122 -6.2362782, 106.7483855 -6.2410563, 106.7470122 -6.247882, 106.7480422 -6.2512948, 106.7528487 -6.2499297, 106.7545653 -6.2550489, 106.752162 -6.2567553, 106.7518187 -6.2628983, 106.7569686 -6.2615332, 106.753192 -6.2656284, 106.7535353 -6.2693824, 106.7494155 -6.27143, 106.7525054 -6.275184, 106.7566252 -6.2745014, 106.7566252 -6.2779141, 106.7614318 -6.2779141, 106.7676116 -6.2881519, 106.7665816 -6.2929295, 106.7672682 -6.2966833, 106.7731047 -6.2987308, 106.7703582 -6.3028258, 106.7758513 -6.3041907, 106.7734481 -6.3099919, 106.776538 -6.3120394, 106.7792845 -6.3168167, 106.7906142 -6.3168167, 106.8081237 -6.3154518, 106.806407 -6.3236414, 106.8029738 -6.3301248, 106.7985106 -6.3342196, 106.7985106 -6.3396792, 106.7998839 -6.3444563, 106.7913008 -6.3475273, 106.7937041 -6.3512806, 106.7933608 -6.3656115, 106.8005706 -6.3656115, 106.8046904 -6.363223, 106.8094969 -6.3642467, 106.8156768 -6.3567401, 106.8239165 -6.3563988, 106.8349028 -6.3560576, 106.8362761 -6.3526455, 106.8397094 -6.3512806, 106.8383361 -6.3465036, 106.839366 -6.3437738, 106.8352462 -6.3451387, 106.8376494 -6.3410441, 106.8458892 -6.342409, 106.8472625 -6.3383143, 106.8524123 -6.3383143, 106.850009 -6.342409, 106.8565322 -6.3454799, 106.8555022 -6.3540104, 106.8596221 -6.3526455, 106.861682 -6.3574225, 106.8709517 -6.3529867, 106.8736983 -6.3567401, 106.8719817 -6.3604934, 106.8788481 -6.3611758, 106.8836547 -6.3662939, 106.882968 -6.3703884, 106.8891478 -6.3683411, 106.8953276 -6.3717532, 106.8980742 -6.3686823, 106.9018508 -6.3697059, 106.906314 -6.3604934, 106.9138671 -6.3649291, 106.9152404 -6.3574225, 106.9179869 -6.3516219, 106.9152404 -6.3458212, 106.9200469 -6.342409, 106.9186736 -6.3376318, 106.9207335 -6.3321722, 106.9179869 -6.3284187, 106.9197036 -6.3239827, 106.9221068 -6.315793, 106.9200469 -6.3116981, 106.9214202 -6.3038495, 106.914897 -6.2973658, 106.9118071 -6.2987308, 106.9094039 -6.2837155, 106.9094039 -6.2721126, 106.9035674 -6.270065, 106.905284 -6.2611919, 106.9097472 -6.2581204, 106.9107772 -6.2543663, 106.914897 -6.2591442, 106.916957 -6.2530012, 106.9203902 -6.2499297, 106.9227935 -6.2550489, 106.9440795 -6.2523187, 106.9433928 -6.2386673, 106.9461394 -6.2359369, 106.948886 -6.219896, 106.9557524 -6.2192134, 106.959529 -6.2134112, 106.9622756 -6.2147764, 106.9660521 -6.2072677, 106.9660521 -6.1997588, 106.9715453 -6.1884953, 106.9715453 -6.1656262, 106.9718886 -6.146511, 106.9687987 -6.0895027, 106.9660521 -6.0935993, 106.9609023 -6.091551, 106.9564391 -6.0949648, 106.9550658 -6.0874544, 106.9454528 -6.0901854, 106.9454528 -6.0976959, 106.9351531 -6.0949648, 106.9241667 -6.0966717, 106.9248534 -6.0806266, 106.8967009 -6.080968, 106.8973876 -6.0898441, 106.8939543 -6.0953062, 106.8781615 -6.0939407, 106.8754149 -6.1017924, 106.8575621 -6.1093027, 106.8513823 -6.1120336, 106.8513823 -6.1168128, 106.8397094 -6.1202265, 106.8239165 -6.1133991, 106.8146468 -6.1130578, 106.8156768 -6.118861, 106.8091536 -6.1147646, 106.8060637 -6.094282, 106.7909575 -6.0881371, 106.7813445 -6.0888199, 106.7899276 -6.0963303, 106.7888976 -6.1072544, 106.7785979 -6.1052062, 106.7679549 -6.1017924, 106.7621184 -6.1000855, 106.752162 -6.1004269, 106.7607451 -6.0765299, 106.7497588 -6.0717503, 106.7408324 -6.0874544, 106.7339659 -6.079261, 106.7243529 -6.0884785))",Kota DKI Jakarta,
