WKT,name,description
"POLYGON ((110.0172831 -7.8982463, 110.1738383 -7.9635338, 110.1971842 -7.981214, 110.3386332 -8.0288108, 110.3715922 -8.0709634, 110.4210307 -8.0859197, 110.4292704 -8.0995158, 110.4718424 -8.1076733, 110.5473734 -8.1362231, 110.5981852 -8.1457393, 110.6860758 -8.1865203, 110.7107951 -8.1824424, 110.7066752 -8.200113, 110.7272746 -8.1973945, 110.7876994 -8.1933167, 110.8302714 -8.2082684, 110.8343913 -8.1756458, 110.8192851 -8.1443799, 110.7945658 -8.1620522, 110.7863261 -8.1470987, 110.7918192 -8.1280662, 110.7835795 -8.0764021, 110.7533671 -8.0247313, 110.7657267 -7.9948137, 110.7698466 -7.9145691, 110.7780863 -7.8887243, 110.7835795 -7.8492739, 110.7835795 -7.8166224, 110.7671 -7.8030169, 110.7616068 -7.8261461, 110.7135417 -7.7921322, 110.7121684 -7.8070986, 110.6723429 -7.8057381, 110.681956 -7.7921322, 110.668223 -7.7866897, 110.6599833 -7.8070986, 110.6448771 -7.7948534, 110.6311442 -7.8030169, 110.6050517 -7.7948534, 110.6009318 -7.8070986, 110.5693461 -7.8057381, 110.5871989 -7.7907716, 110.5638529 -7.7785258, 110.5542399 -7.7894109, 110.5350138 -7.7975746, 110.5102946 -7.7703618, 110.4924418 -7.7621977, 110.4677226 -7.6206604, 110.4608561 -7.5689331, 110.4457499 -7.5430672, 110.4210307 -7.5553196, 110.3935648 -7.5947975, 110.3029276 -7.6560491, 110.2699687 -7.7091267, 110.2631022 -7.688713, 110.2644755 -7.6465217, 110.2507426 -7.6437995, 110.2425028 -7.6546881, 110.2177836 -7.6465217, 110.2026774 -7.653327, 110.1944376 -7.6424384, 110.182078 -7.6506049, 110.1436259 -7.6451606, 110.1189066 -7.6669374, 110.1353861 -7.6914349, 110.1326396 -7.7023223, 110.1312663 -7.7404258, 110.1106669 -7.7785258, 110.0955607 -7.7839684, 110.0804545 -7.8057381, 110.0598551 -7.8152619, 110.0612284 -7.8383904, 110.0488688 -7.8451926, 110.0461222 -7.8683194, 110.0172831 -7.8982463))",DIY Yogyakarta,
